Place,Location,Area,Rooms,Air Conditioning,Built-in Wardrobes,Elevator,Heating,Garage,Terrace,Price
Piso,Villaverde,93,2,0,1,1,1,1,0,140000
Dúplex,Carabanchel,247,1,1,1,1,1,1,0,435000
Piso,Salamanca,135,3,1,1,1,1,1,1,1690000
Dúplex,Tetuán,130,2,1,1,0,0,1,0,415000
Piso,Retiro,82,4,0,1,1,1,0,1,333000
Piso,Centro,246,3,1,1,1,1,1,1,1600000
Piso,Carabanchel,62,3,0,0,0,0,0,1,115000
Piso,San Blas,250,5,1,1,1,1,1,0,625000
Ático,Villa de Vallecas,109,3,1,1,1,1,1,1,350000
Piso,Chamberí,160,4,1,1,1,1,1,0,800000
Piso,Centro,153,2,0,1,1,1,0,0,650000
Piso,Arganzuela,42,1,1,0,1,1,0,0,240000
Piso,Salamanca,104,2,1,1,1,1,0,0,840000
Dúplex,Ciudad Lineal,114,3,0,0,1,1,0,0,270000
Piso,Puente de Vallecas,30,1,0,0,1,0,0,0,69000
Piso,San Blas,50,2,1,1,1,1,0,1,150000
Piso,Villa de Vallecas,103,3,1,1,1,1,1,1,311000
Piso,Retiro,123,3,0,1,1,1,0,0,650000
Dúplex,Chamberí,156,2,1,1,1,1,0,1,1500000
Ático,Centro,135,3,0,1,1,1,0,0,625000
Piso,Ciudad Lineal,50,2,0,1,0,0,0,0,146900
Piso,Salamanca,113,3,0,0,1,1,0,0,640000
Piso,Chamberí,206,7,0,1,1,0,0,1,880000
Piso,Puente de Vallecas,59,2,1,1,1,1,0,0,129000
Piso,Salamanca,170,4,1,1,1,0,0,0,1900000
Piso,Centro,80,2,1,1,0,1,0,0,320000
Piso,Centro,35,2,0,1,0,1,0,0,159000
Piso,Fuencarral,229,5,1,1,1,1,0,1,678000
Dúplex,Centro,189,3,1,1,1,1,0,0,1450000
Piso,Centro,141,6,0,0,1,0,0,0,650000
Piso,Retiro,146,4,0,0,1,1,0,0,1100000
Piso,Hortaleza,87,3,0,0,1,1,0,1,270000
Piso,Chamberí,174,5,0,1,1,1,0,1,900000
Piso,Retiro,136,4,0,1,1,0,0,0,558000
Piso,Retiro,80,2,1,1,1,1,0,0,545000
Piso,Barajas,144,2,1,1,1,1,1,0,429000
Piso,Retiro,107,2,1,1,1,1,0,0,825000
Piso,Moratalaz,55,2,0,1,0,1,0,0,179900
Piso,Puente de Vallecas,72,3,0,1,0,1,0,1,106000
Piso,Salamanca,228,3,1,1,1,1,1,0,1620000
Ático,Chamberí,212,5,1,1,1,1,1,1,1975000
Piso,Tetuán,80,2,0,1,0,0,0,0,319000
Piso,Ciudad Lineal,61,2,0,0,0,1,0,0,155000
Piso,Villa de Vallecas,89,3,1,0,0,1,0,1,159900
Piso,Fuencarral,60,2,1,0,0,1,0,1,190000
Piso,Hortaleza,86,3,0,1,0,1,0,1,200000
Piso,Carabanchel,77,2,0,0,0,1,0,0,141000
Piso,Salamanca,129,3,1,1,1,0,0,1,1285000
Piso,Latina,73,3,0,1,1,1,1,0,145000
Piso,Salamanca,250,4,0,1,1,1,0,0,2800000
Piso,Latina,96,3,0,0,0,1,0,0,205000
Piso,Salamanca,410,5,0,1,1,1,0,0,3860000
Ático,Ciudad Lineal,138,4,1,1,1,1,0,1,607000
Piso,Arganzuela,115,3,1,1,1,1,1,0,550000
Piso,Carabanchel,71,3,0,0,0,0,0,0,139000
Piso,Chamartín,98,2,1,1,1,1,1,0,950000
Piso,Centro,99,3,1,1,1,1,0,0,859000
Piso,Chamberí,157,5,0,1,1,1,0,1,649900
Piso,Chamartín,202,4,0,1,1,1,1,1,1100000
Piso,Villaverde,65,3,0,1,0,1,0,1,97500
Piso,Chamartín,65,2,1,0,1,1,0,1,490000
Piso,Vicálvaro,53,1,0,1,1,0,0,0,176890
Piso,Retiro,212,4,0,0,1,1,0,0,1200000
Piso,Chamberí,87,2,1,0,1,1,0,1,709000
Ático,Usera,94,3,1,1,1,1,1,1,530000
Piso,Moncloa,218,3,1,1,1,1,0,1,1050000
Piso,Ciudad Lineal,54,3,1,1,1,1,0,1,200000
Piso,Villaverde,62,2,0,1,1,1,1,1,132900
Piso,Chamartín,187,4,1,1,1,1,1,1,780000
Dúplex,Hortaleza,300,5,0,1,1,1,1,1,1150000
Piso,Arganzuela,35,1,0,0,1,1,0,0,105000
Piso,Latina,80,3,1,1,1,1,0,1,218000
Piso,Puente de Vallecas,60,3,0,0,0,1,0,0,136900
Piso,Villaverde,134,3,0,1,1,1,1,1,310000
Piso,Latina,57,2,1,1,1,1,0,1,195000
Piso,Carabanchel,98,3,0,1,1,1,0,0,199000
Piso,Puente de Vallecas,53,1,1,1,1,0,0,0,240000
Piso,Chamberí,27,1,0,1,1,1,0,0,155000
Piso,Carabanchel,110,3,1,1,1,1,1,1,300000
Ático,Centro,47,1,1,0,0,1,0,1,315000
Piso,Salamanca,59,2,0,1,1,0,0,0,299000
Piso,Ciudad Lineal,59,2,0,1,1,1,0,0,175000
Piso,Centro,34,1,0,0,0,1,0,1,135000
Piso,Retiro,133,4,1,1,1,1,1,1,649900
Piso,Ciudad Lineal,66,2,1,1,1,1,0,1,185000
Ático,Moratalaz,165,3,1,1,1,0,1,1,1100000
Piso,Centro,102,3,1,0,1,0,0,1,829000
Piso,San Blas,50,1,1,1,1,0,0,0,159000
Ático,Fuencarral,120,4,1,1,1,1,0,1,854600
Piso,Salamanca,126,4,1,1,1,1,0,1,980000
Dúplex,Fuencarral,95,2,1,1,0,1,0,1,330000
Piso,Chamberí,96,3,1,0,1,0,0,0,799000
Piso,Centro,43,1,0,0,1,0,0,0,199310
Piso,Salamanca,127,3,1,1,1,1,0,1,950000
Ático,Centro,100,2,1,1,1,1,0,1,950000
Piso,Salamanca,120,2,0,1,1,0,0,0,770000
Piso,Centro,107,3,1,1,1,1,0,0,899000
Piso,Fuencarral,77,2,1,1,1,1,1,0,385000
Piso,Tetuán,309,5,1,1,1,1,0,1,1675000
Piso,Carabanchel,74,3,0,1,0,0,0,0,150000
Piso,Salamanca,130,3,1,1,1,1,0,1,1285000
Dúplex,Moncloa,203,4,1,1,1,1,1,1,750000
Piso,Puente de Vallecas,56,2,0,1,0,0,0,0,129999
Piso,Salamanca,96,3,1,1,1,1,1,0,498000
Apartamento,Centro,32,1,1,1,0,1,0,0,160000
Piso,Moratalaz,80,4,0,0,1,0,0,0,198000
Piso,Chamberí,98,4,0,1,1,0,0,0,450000
Piso,Chamartín,497,5,1,1,1,1,1,1,3300000
Piso,Tetuán,59,2,1,0,0,0,0,1,230000
Piso,San Blas,108,3,1,1,1,1,0,1,340000
Piso,Chamberí,78,1,1,1,1,1,1,0,450000
Piso,Centro,215,4,1,1,1,1,0,0,867000
Piso,Villaverde,89,3,0,1,0,1,0,1,150000
Piso,Centro,48,1,1,1,1,1,0,0,327000
Piso,Usera,165,5,1,1,0,1,1,1,265000
Piso,Chamberí,145,5,1,1,1,1,1,0,740000
Piso,San Blas,60,2,1,1,0,1,0,0,248000
Piso,Villaverde,72,1,0,1,1,0,0,0,149230
Piso,Fuencarral,199,5,0,1,0,1,0,1,390000
Piso,Puente de Vallecas,94,3,1,1,1,1,0,1,159000
Piso,Carabanchel,77,3,1,1,1,1,0,1,270000
Piso,Puente de Vallecas,70,2,1,1,1,1,1,0,189900
Piso,Chamberí,160,3,1,0,1,1,0,0,1400000
Piso,Chamartín,236,4,1,1,1,1,1,0,1400000
Piso,Usera,60,2,0,0,0,1,0,0,159000
Piso,Hortaleza,120,3,0,1,1,1,1,0,460000
Piso,Centro,88,2,1,1,1,1,0,0,899000
Piso,Centro,130,4,0,0,0,1,0,0,520000
Piso,Centro,91,2,1,0,1,1,0,0,819000
Ático,Salamanca,104,3,1,1,1,1,0,1,590000
Piso,Carabanchel,74,3,1,1,1,1,0,0,240000
Piso,Latina,52,3,0,0,0,1,0,0,135200
Piso,Latina,45,2,1,1,0,1,0,0,180000
Piso,Puente de Vallecas,69,2,0,0,0,1,0,0,200500
Piso,Salamanca,127,2,1,1,1,1,0,0,1100000
Piso,Fuencarral,56,2,1,1,1,1,0,1,230000
Piso,Retiro,129,4,0,0,1,1,0,1,460000
Piso,Centro,102,3,1,1,0,1,0,1,829000
Piso,Usera,50,2,1,1,0,1,0,0,150000
Piso,Arganzuela,148,4,0,1,1,1,1,1,599000
Piso,Arganzuela,85,3,0,0,1,1,0,1,385000
Piso,Puente de Vallecas,48,2,0,0,0,0,0,0,80000
Piso,Ciudad Lineal,123,2,1,0,1,1,1,1,354900
Piso,Fuencarral,60,2,0,1,1,1,0,0,256000
Piso,Moncloa,77,3,0,1,1,1,0,1,630000
Piso,San Blas,84,3,1,1,0,1,0,1,187000
Piso,Carabanchel,102,3,1,1,1,1,0,1,295000
Piso,Arganzuela,63,2,0,0,1,1,0,0,295000
Piso,Centro,77,2,0,1,1,1,0,0,332000
Ático,Centro,123,2,0,1,1,0,0,0,572000
Piso,Retiro,135,3,1,1,1,1,1,1,1300000
Piso,Hortaleza,170,3,1,1,1,1,1,1,860000
Piso,Ciudad Lineal,85,2,0,1,0,1,0,1,205000
Piso,Tetuán,78,1,1,1,1,1,0,1,525000
Piso,Centro,82,2,0,1,1,1,0,0,360000
Piso,Puente de Vallecas,70,2,0,1,0,0,0,1,127000
Ático,Fuencarral,158,4,1,1,1,1,1,1,850000
Piso,Chamartín,367,5,1,1,1,1,1,1,2550000
Ático,Centro,34,1,1,0,0,1,0,0,175000
Piso,Tetuán,96,3,1,0,0,1,0,0,325000
Piso,Tetuán,78,2,1,1,1,1,1,0,300000
Piso,Chamberí,134,4,1,0,1,1,0,0,850000
Piso,Villaverde,63,1,0,1,1,0,0,0,135800
Piso,Tetuán,65,2,1,1,1,0,0,1,410000
Piso,Retiro,126,3,0,1,1,1,1,1,545000
Piso,Moncloa,160,3,1,1,1,1,1,1,930000
Piso,Retiro,107,3,1,1,1,1,1,0,565000
Piso,Chamartín,96,3,1,1,1,1,0,0,544000
Piso,Tetuán,61,1,0,1,1,1,0,1,427500
Piso,Puente de Vallecas,71,3,0,0,0,0,0,0,168000
Piso,Villa de Vallecas,50,1,1,1,1,0,0,0,132000
Piso,Chamberí,124,3,0,1,1,1,0,1,595000
Piso,San Blas,138,3,1,1,1,1,0,1,299000
Piso,Puente de Vallecas,52,1,1,0,0,1,0,0,140000
Piso,Centro,75,2,0,0,1,0,0,0,465000
Piso,Moncloa,147,3,0,0,1,0,1,0,997700
Piso,Chamartín,204,3,0,1,1,0,0,0,1190000
Piso,San Blas,98,3,0,0,1,1,0,1,192000
Piso,Tetuán,55,1,0,1,1,0,1,1,228000
Piso,Chamartín,127,3,1,1,1,0,0,0,950000
Piso,Villa de Vallecas,80,3,1,0,1,1,0,0,189000
Piso,Chamartín,170,5,1,0,1,0,1,1,830000
Piso,Salamanca,80,2,1,1,1,1,1,0,249000
Piso,Salamanca,108,4,0,1,0,1,0,0,410000
Piso,Moncloa,113,3,1,1,1,1,1,1,795000
Piso,Hortaleza,97,3,1,1,1,1,1,1,389000
Piso,Moratalaz,59,2,0,0,0,0,0,0,154000
Piso,Ciudad Lineal,72,2,0,0,0,1,0,1,290000
Piso,Salamanca,56,1,1,1,1,1,0,0,270000
Piso,Carabanchel,64,2,0,0,0,1,0,0,129000
Piso,Villaverde,72,3,0,0,1,1,0,0,110520
Piso,Tetuán,108,3,1,1,1,1,1,1,450000
Piso,Chamberí,125,2,1,1,1,1,0,1,615000
Piso,Retiro,90,4,0,1,1,1,1,1,415000
Piso,Salamanca,184,3,1,1,1,0,0,0,1360000
Piso,San Blas,100,2,1,1,1,1,1,0,335000
Piso,Villa de Vallecas,76,2,0,1,1,1,0,0,219000
Piso,Centro,46,1,0,1,1,0,0,0,299000
Piso,Arganzuela,85,3,1,1,1,1,0,1,360000
Piso,Salamanca,104,2,1,0,1,1,0,0,650000
Piso,Salamanca,66,1,0,0,1,1,0,0,299000
Piso,Ciudad Lineal,73,3,1,1,0,1,0,0,219000
Piso,Usera,64,1,1,1,0,1,0,0,174000
Piso,Centro,145,2,1,1,1,1,0,0,860000
Piso,Puente de Vallecas,65,2,1,0,0,1,0,0,145000
Piso,Arganzuela,66,2,0,1,1,1,0,0,319000
Piso,Carabanchel,74,2,0,1,0,0,0,1,125500
Piso,Latina,142,3,1,1,1,1,1,0,390000
Ático,Salamanca,88,2,1,1,1,1,0,0,879000
Piso,Salamanca,55,2,1,0,1,1,0,0,465000
Piso,Puente de Vallecas,27,2,0,0,0,1,0,0,80000
Dúplex,Centro,51,1,1,1,1,1,0,0,295000
Piso,Tetuán,65,4,0,0,0,1,0,0,255000
Piso,Centro,63,2,0,0,1,0,0,0,304500
Piso,Centro,44,1,0,1,0,1,0,0,310000
Piso,Retiro,94,3,1,1,1,1,0,0,599000
Piso,Salamanca,137,3,1,1,1,1,1,0,1265000
Piso,Chamberí,120,2,1,1,1,1,1,0,648600
Piso,Centro,75,3,0,0,0,1,0,0,525000
Piso,Moratalaz,80,4,0,0,1,1,0,0,198000
Piso,Hortaleza,125,3,1,1,1,1,1,0,730000
Piso,Usera,88,3,0,0,0,1,0,0,172000
Piso,San Blas,27,1,0,1,1,1,0,1,115000
Ático,Salamanca,220,3,1,1,1,0,1,1,1750000
Piso,Villaverde,74,2,1,1,0,0,0,0,126000
Piso,Salamanca,258,4,1,1,1,1,1,0,2600000
Piso,Chamartín,214,4,1,1,1,1,0,1,1555000
Ático,Centro,75,1,0,1,1,1,0,1,420000
Piso,Hortaleza,77,3,1,1,1,1,0,1,250000
Piso,Salamanca,56,2,1,1,1,1,0,0,296000
Piso,Chamberí,134,4,0,1,1,1,0,1,790000
Piso,Salamanca,78,2,1,1,1,1,0,1,428000
Piso,San Blas,95,3,0,1,1,1,0,1,296000
Piso,Arganzuela,43,1,1,1,0,0,0,0,235000
Piso,Latina,72,3,0,0,0,1,0,1,161000
Piso,Arganzuela,52,1,1,1,0,1,0,1,299000
Piso,Chamberí,160,4,1,1,1,1,0,0,930000
Piso,Moncloa,235,4,1,1,1,1,0,0,1850000
Piso,Chamartín,141,3,1,1,1,0,1,0,950000
Piso,Carabanchel,79,3,0,0,0,0,0,0,169990
Piso,Puente de Vallecas,71,3,0,0,0,0,0,1,148500
Piso,Centro,131,3,1,0,1,1,0,1,539000
Piso,Ciudad Lineal,90,3,1,1,1,1,0,0,330000
Piso,Moncloa,181,3,1,1,1,0,1,0,1250000
Piso,Tetuán,155,4,0,0,1,1,1,1,469000
Ático,Ciudad Lineal,127,4,1,1,1,1,0,1,620000
Piso,Arganzuela,68,1,1,1,1,1,1,0,295000
Piso,Centro,267,4,1,1,1,1,0,0,3000000
Piso,Villa de Vallecas,77,2,0,1,1,1,1,0,172000
Piso,Ciudad Lineal,63,3,0,1,0,0,0,0,172500
Piso,Puente de Vallecas,54,1,0,0,1,0,0,0,105000
Piso,Carabanchel,94,4,0,0,0,1,0,0,149000
Piso,Tetuán,30,1,1,1,0,0,0,0,169000
Piso,Chamberí,110,2,1,1,1,1,1,0,720000
Piso,Latina,40,1,0,1,1,1,0,0,140000
Piso,Villa de Vallecas,49,3,0,0,0,1,0,0,119000
Piso,Chamberí,235,3,1,1,1,1,1,1,2475000
Piso,Salamanca,133,3,1,1,1,1,0,0,1300000
Piso,Centro,90,3,1,0,1,1,0,0,859000
Piso,Ciudad Lineal,39,1,0,1,1,1,0,0,190000
Piso,Chamartín,98,3,1,1,1,1,0,0,630000
Piso,Puente de Vallecas,104,3,1,1,1,1,0,1,185000
Piso,Carabanchel,58,1,1,1,1,1,0,1,145000
Piso,Puente de Vallecas,41,2,1,0,0,1,0,0,117500
Piso,Usera,70,3,0,0,0,1,0,0,154000
Piso,Tetuán,231,4,1,1,1,1,0,1,895000
Piso,San Blas,55,3,0,1,0,1,0,0,82000
Piso,Chamartín,325,5,1,1,1,1,0,1,1820000
Piso,Tetuán,141,3,1,1,1,1,0,0,649000
Piso,Vicálvaro,54,3,0,1,0,1,0,0,148400
Piso,Chamberí,116,4,1,0,1,1,0,0,699000
Piso,Usera,108,3,0,1,1,0,0,1,255300
Piso,Tetuán,286,3,1,1,1,1,1,1,1500000
Ático,Fuencarral,84,1,1,1,1,1,1,1,455000
Piso,Villaverde,108,3,1,1,1,1,1,0,263000
Piso,Fuencarral,143,3,1,1,1,1,1,1,519000
Piso,Villaverde,35,1,1,0,0,1,0,0,126000
Piso,Latina,45,2,0,0,0,1,0,1,167000
Ático,Fuencarral,134,2,1,1,1,1,1,1,680000
Piso,Carabanchel,83,2,0,0,0,1,0,0,124000
Piso,Carabanchel,61,2,0,0,0,1,0,1,129000
Piso,Centro,243,10,0,1,1,0,0,0,1300000
Piso,Chamartín,123,2,1,1,1,0,0,0,650000
Piso,Latina,68,2,0,0,1,1,0,0,199000
Piso,Hortaleza,72,1,1,1,1,1,1,1,450000
Piso,Tetuán,61,3,0,1,0,1,0,1,209000
Piso,Centro,32,1,1,1,0,1,0,1,160000
Piso,Centro,127,3,1,1,1,1,0,0,1085000
Piso,Latina,96,4,1,1,1,1,0,1,295000
Piso,Salamanca,290,5,0,1,1,1,1,0,2100000
Piso,Centro,91,2,1,1,1,1,0,0,819000
Piso,Salamanca,156,3,1,0,1,1,0,0,1500000
Piso,Centro,300,5,0,0,1,1,0,0,1075000
Piso,Puente de Vallecas,107,3,0,1,1,1,0,1,184000
Piso,Chamartín,354,4,0,1,1,1,0,1,2500000
Piso,Centro,45,2,0,0,0,1,0,0,200000
Piso,Usera,109,4,0,0,1,0,0,0,145000
Piso,Moratalaz,175,4,0,0,1,1,1,0,459000
Piso,Tetuán,210,5,0,1,1,1,0,1,700000
Piso,Tetuán,59,1,1,0,0,0,0,0,238000
Piso,Chamberí,412,4,1,1,1,1,1,1,2636000
Piso,Salamanca,192,4,1,0,1,1,0,0,1490000
Piso,Fuencarral,134,4,1,1,1,1,1,1,579000
Ático,Centro,106,2,1,1,1,1,0,1,590000
Piso,Centro,156,3,1,1,1,1,0,0,1050000
Piso,Chamberí,280,4,0,1,1,1,0,0,2700000
Piso,Carabanchel,50,1,1,0,0,0,0,0,99000
Piso,Salamanca,65,2,1,1,1,1,0,0,525000
Piso,Retiro,110,3,1,1,1,1,0,0,850000
Piso,Latina,81,3,1,1,1,1,0,1,215000
Piso,San Blas,50,2,1,0,1,1,0,0,124999
Piso,Fuencarral,90,3,1,1,1,1,0,1,330000
Piso,Salamanca,255,3,1,1,1,1,1,0,2300000
Piso,Ciudad Lineal,72,2,1,1,1,1,0,1,259900
Piso,Arganzuela,53,3,0,0,1,0,0,0,162500
Piso,Moncloa,40,2,0,0,1,1,0,0,220000
Piso,Villaverde,86,2,0,1,1,1,0,1,236276
Piso,Fuencarral,117,4,0,1,1,1,1,0,415000
Piso,Retiro,107,2,1,1,1,1,0,1,825000
Piso,Chamberí,270,5,1,1,1,1,0,1,1450000
Piso,Fuencarral,148,3,1,0,1,0,1,1,640000
Piso,Centro,132,3,1,0,1,1,0,1,752248
Piso,Retiro,90,4,1,1,1,1,0,0,500000
Piso,Tetuán,254,4,0,1,1,1,1,1,950000
Piso,Tetuán,71,2,0,0,1,0,0,0,230000
Piso,Arganzuela,86,3,0,0,1,1,0,1,335000
Piso,Usera,144,4,0,1,1,1,1,1,249000
Piso,Salamanca,206,4,1,1,1,1,0,0,2000000
Piso,Latina,67,2,0,1,1,1,1,0,212000
Piso,Arganzuela,110,3,1,0,1,0,0,1,515000
Piso,Usera,117,4,0,1,1,1,1,0,287945
Piso,Chamberí,130,4,1,0,1,1,0,0,425000
Piso,Carabanchel,66,3,0,0,0,0,0,1,111400
Piso,Chamberí,159,3,1,1,1,1,0,0,945000
Piso,Tetuán,168,3,1,1,1,1,0,1,1449000
Piso,Latina,66,3,0,0,1,0,0,1,113000
Ático,Villa de Vallecas,101,2,1,1,1,1,1,1,538000
Ático,Salamanca,338,2,1,1,1,1,0,1,1690000
Piso,Centro,45,1,1,1,0,1,0,0,195000
Piso,Retiro,180,4,1,1,1,1,1,1,790000
Piso,Centro,124,2,1,1,0,1,0,0,885000
Piso,Retiro,85,3,0,0,0,1,0,0,370000
Piso,Fuencarral,180,4,0,1,1,0,1,1,790000
Dúplex,Villa de Vallecas,76,2,1,1,1,1,0,1,122000
Piso,Salamanca,85,2,0,1,1,1,0,0,440000
Piso,Tetuán,303,4,1,0,1,1,1,0,1665000
Piso,Latina,84,3,0,1,1,1,0,1,239000
Piso,Tetuán,92,2,1,1,1,0,0,0,441000
Piso,Hortaleza,110,2,1,1,1,0,1,0,425000
Dúplex,Arganzuela,51,1,0,1,1,1,0,0,190000
Dúplex,Fuencarral,121,4,1,1,1,1,1,1,375000
Piso,Chamberí,96,3,1,1,1,1,0,0,799000
Piso,Puente de Vallecas,64,1,1,0,1,1,1,0,210000
Piso,Tetuán,200,4,1,0,1,1,0,1,730000
Piso,Salamanca,439,5,1,1,1,0,1,1,4100000
Piso,Centro,94,3,1,0,1,1,0,1,829000
Piso,Salamanca,48,1,1,1,1,1,0,0,390000
Piso,Puente de Vallecas,55,2,1,1,0,1,0,0,133000
Piso,Hortaleza,112,3,1,1,1,1,1,0,412000
Piso,Carabanchel,56,2,0,0,1,1,0,0,123000
Piso,Arganzuela,101,3,1,1,1,1,0,0,419000
Piso,Arganzuela,74,2,1,1,1,1,0,0,365000
Piso,Fuencarral,134,3,0,1,1,1,1,0,470000
Piso,Salamanca,56,2,1,0,1,0,0,0,415000
Piso,Villaverde,75,1,1,1,1,1,1,0,215000
Piso,Chamberí,215,3,1,1,1,1,0,0,1590000
Piso,Vicálvaro,73,1,0,0,1,0,1,1,157400
Piso,Chamberí,81,2,0,1,1,1,0,1,550000
Piso,Carabanchel,60,2,1,1,0,0,0,1,145000
Piso,Carabanchel,59,1,0,0,0,1,0,1,157000
Piso,Retiro,167,5,1,0,1,1,1,0,899000
Piso,Salamanca,128,4,0,1,1,1,0,1,569000
Piso,Salamanca,389,7,1,0,1,1,0,1,1950000
Piso,San Blas,40,1,1,1,1,1,0,0,117999
Piso,Chamartín,246,3,1,0,1,0,1,0,750000
Piso,Chamberí,54,3,0,0,1,1,0,1,258000
Piso,Salamanca,118,2,1,1,1,0,0,0,995000
Piso,Chamartín,116,3,1,0,0,0,0,0,747500
Piso,Moncloa,62,1,1,1,1,1,1,1,420000
Piso,Arganzuela,95,3,0,1,1,1,0,1,365000
Piso,Centro,140,3,1,0,1,1,0,0,1099000
Piso,Salamanca,65,2,0,0,1,1,0,0,430000
Piso,Moratalaz,62,3,1,1,0,0,0,0,150000
Piso,Salamanca,155,3,1,1,1,1,0,0,1800000
Piso,Chamberí,228,5,0,1,1,0,1,0,1200000
Piso,Salamanca,206,8,0,0,1,0,0,0,1000000
Ático,Chamartín,105,2,1,1,1,1,0,1,590000
Piso,Chamberí,41,1,0,1,1,1,0,0,270000
Piso,Chamberí,357,4,1,1,1,1,1,1,3450000
Piso,Barajas,147,3,1,1,1,1,1,1,625000
Piso,Tetuán,220,4,1,1,1,1,1,1,920000
Piso,San Blas,88,3,0,1,1,1,0,1,210000
Piso,Ciudad Lineal,87,3,0,0,0,0,0,1,213500
Piso,Usera,111,3,1,1,1,1,1,1,279500
Piso,Salamanca,87,2,1,0,1,1,0,0,879000
Piso,Centro,350,8,1,1,1,0,0,0,2590000
Piso,Moncloa,123,3,1,0,1,1,0,1,650000
Piso,Puente de Vallecas,40,2,0,0,0,1,0,0,100000
Piso,Centro,317,5,1,0,1,1,0,0,1950000
Piso,Ciudad Lineal,313,5,0,1,1,1,1,1,1050000
Piso,Carabanchel,115,3,1,1,1,1,0,0,339000
Piso,Salamanca,302,5,1,1,1,1,1,1,2200000
Piso,Salamanca,161,3,1,1,1,0,0,0,2300000
Piso,Chamberí,264,4,1,1,1,1,1,1,2113305
Piso,Centro,40,1,1,0,0,1,0,0,220000
Dúplex,Retiro,220,2,1,1,1,1,1,0,3500000
Piso,Fuencarral,40,1,0,1,0,1,0,0,220000
Piso,Arganzuela,52,1,1,1,1,1,0,0,234000
Piso,Centro,128,3,1,1,1,1,0,0,1019000
Piso,Puente de Vallecas,138,3,0,0,1,0,0,0,204688
Piso,Chamartín,125,4,1,1,1,1,1,1,890000
Piso,Salamanca,145,3,1,1,1,1,0,0,698000
Piso,Carabanchel,81,2,1,1,1,1,0,1,360000
Piso,Chamberí,228,5,1,1,1,1,1,1,1050000
Piso,Carabanchel,88,3,1,0,1,1,0,1,310000
Piso,Chamberí,108,3,1,1,1,1,1,0,922070
Piso,Villa de Vallecas,97,4,0,0,1,0,0,1,273000
Piso,Ciudad Lineal,69,3,0,0,1,1,0,0,260000
Piso,Tetuán,60,2,1,1,0,1,0,0,255000
Piso,Centro,140,3,0,1,1,1,0,0,690000
Piso,Villaverde,72,3,1,0,0,1,0,0,157000
Piso,Salamanca,140,3,1,1,1,1,0,0,1090000
Piso,Moratalaz,94,3,1,1,1,1,1,1,315000
Piso,Usera,67,2,0,0,1,1,0,0,154900
Piso,Centro,84,2,0,0,1,1,0,0,819000
Ático,Salamanca,145,3,1,1,1,1,0,1,1250000
Piso,Puente de Vallecas,64,2,1,1,1,1,0,0,170000
Piso,Centro,36,1,1,1,0,1,0,0,210000
Piso,Centro,46,1,1,1,1,1,0,0,299000
Piso,Salamanca,159,3,1,1,1,1,0,1,1590000
Piso,Chamberí,429,4,1,0,1,1,1,1,2400000
Piso,Latina,87,4,0,0,0,1,0,1,169000
Piso,Hortaleza,160,4,1,1,1,1,1,0,850000
Piso,Centro,24,1,0,1,0,1,0,1,130000
Piso,Fuencarral,128,4,0,1,1,1,1,1,449000
Piso,Centro,130,3,1,1,1,1,0,0,1019000
Piso,Retiro,54,1,1,0,1,1,0,0,379000
Piso,Tetuán,50,1,1,1,1,1,0,0,259000
Piso,Retiro,112,2,1,1,1,1,0,0,1280000
Piso,Centro,399,6,1,1,1,0,1,0,2500000
Piso,Chamartín,194,4,0,1,1,1,0,1,1001148
Piso,Chamartín,66,1,1,1,1,1,1,0,430000
Piso,Chamartín,450,4,1,1,1,1,1,1,2500000
Piso,Centro,91,2,1,1,1,1,1,1,770000
Piso,Moncloa,110,3,1,1,1,1,1,0,598000
Piso,Retiro,124,2,1,0,1,1,0,0,1300000
Piso,Tetuán,150,3,0,1,0,1,0,0,375000
Piso,Latina,55,1,0,0,1,1,0,0,113000
Piso,Centro,154,5,1,1,1,1,0,0,949000
Piso,Ciudad Lineal,50,1,1,0,0,0,0,0,168000
Piso,Arganzuela,52,1,0,1,0,1,0,0,176500
Piso,Centro,102,3,1,0,0,1,0,0,829000
Piso,Arganzuela,43,1,1,1,1,1,0,0,225000
Piso,Centro,131,3,0,0,1,1,0,0,570000
Piso,Centro,41,1,0,1,1,1,0,0,265000
Piso,Carabanchel,147,3,1,1,1,1,1,1,280000
Piso,Tetuán,70,2,1,1,1,1,0,0,330000
Piso,Carabanchel,86,2,1,1,1,1,1,0,295000
Piso,Latina,71,3,1,1,0,1,1,0,179900
Ático,Villaverde,52,1,0,0,1,1,0,1,207670
Piso,Chamartín,73,1,1,0,1,1,1,0,420000
Piso,Chamberí,220,4,1,1,1,1,0,0,1350000
Piso,Chamartín,94,2,1,1,1,1,0,1,540000
Piso,Villaverde,102,3,1,1,1,1,0,1,205000
Dúplex,Centro,120,2,1,1,1,1,0,0,690000
Piso,San Blas,93,2,0,1,1,1,1,0,290000
Ático,Chamartín,486,4,1,1,1,1,1,1,2660000
Ático,Salamanca,175,2,1,1,1,0,0,1,899000
Piso,Arganzuela,39,1,0,0,1,1,0,0,280000
Piso,Ciudad Lineal,78,3,1,1,0,0,0,0,237500
Piso,Puente de Vallecas,64,2,0,0,0,0,0,1,125000
Piso,Chamartín,123,4,1,1,1,1,0,0,669000
Piso,Tetuán,74,1,1,1,1,1,1,1,219000
